CIS_OBEC,CIS_OKRSEK,PORADI_ZPRAC,DATUM_CAS_ZPRAC,OPAKOVANE,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,KANDIDAT_7,KANDIDAT_9
565971,17,13690,2018-01-27T15:33:05,0,544,299,299,299,177,122
575429,1,13691,2018-01-27T15:33:07,0,819,556,556,556,230,326
554235,20002,13692,2018-01-27T15:33:09,0,967,713,711,707,338,369
550973,23054,13693,2018-01-27T15:33:10,0,587,400,400,397,126,271
563099,7,13694,2018-01-27T15:33:12,0,1360,683,683,679,470,209
555321,47,13695,2018-01-27T15:33:12,0,1295,764,764,763,468,295
546135,11074,13696,2018-01-27T15:33:14,0,850,542,542,541,369,172
539066,1,13697,2018-01-27T15:33:14,0,968,773,773,772,235,537
530093,5,13698,2018-01-27T15:33:15,0,131,99,99,99,56,43
500496,51,13699,2018-01-27T15:33:15,0,635,448,448,448,182,266
580031,4,13700,2018-01-27T15:33:16,0,1043,769,769,768,397,371
500208,8031,13701,2018-01-27T15:33:16,0,595,353,353,353,88,265
547174,17005,13702,2018-01-27T15:33:18,0,999,693,693,689,257,432
500089,2045,13703,2018-01-27T15:33:18,0,647,467,467,466,115,351
535435,1,13704,2018-01-27T15:33:19,0,296,197,197,197,107,90
551236,16002,13705,2018-01-27T15:33:20,0,942,721,721,716,228,488
538281,1,13706,2018-01-27T15:33:23,0,82,65,65,65,24,41
501841,1,13707,2018-01-27T15:33:23,0,1192,843,841,840,472,368
500097,3003,13708,2018-01-27T15:33:25,0,816,453,453,453,97,356
539694,13031,13709,2018-01-27T15:33:26,0,496,380,380,379,176,203
584100,2,13710,2018-01-27T15:33:28,0,1199,847,847,844,391,453
536351,1,13711,2018-01-27T15:33:29,0,332,267,267,266,123,143
585068,50,13712,2018-01-27T15:33:30,0,692,503,503,501,242,259
500143,5058,13713,2018-01-27T15:33:30,0,790,621,620,616,215,401
546224,15055,13714,2018-01-27T15:33:30,0,682,472,472,471,271,200
544256,47,13715,2018-01-27T15:33:32,0,927,584,584,584,328,256
593711,30,13716,2018-01-27T15:33:37,0,962,683,683,680,458,222
554961,45,13717,2018-01-27T15:33:38,0,1056,634,634,633,355,278
577928,1,13718,2018-01-27T15:33:38,0,1252,937,936,934,340,594
500224,10023,13719,2018-01-27T15:33:40,0,756,517,517,515,169,346
556904,27,13720,2018-01-27T15:33:40,0,1292,982,982,977,385,592
531618,1,13721,2018-01-27T15:33:40,0,1547,1099,1099,1093,327,766
551007,13010,13722,2018-01-27T15:33:41,0,1027,803,802,802,290,512
593737,1,13723,2018-01-27T15:33:42,0,145,99,99,99,71,28
554235,20001,13724,2018-01-27T15:33:43,0,1161,817,817,816,427,389
554481,18,13725,2018-01-27T15:33:45,0,590,346,346,346,209,137
500208,8073,13726,2018-01-27T15:33:46,0,782,579,579,576,191,385
544256,51,13727,2018-01-27T15:33:46,0,1026,816,816,814,314,500
571393,3,13728,2018-01-27T15:33:47,0,826,624,624,621,359,262
500089,2015,13729,2018-01-27T15:33:48,0,516,397,397,396,80,316
555088,75,13730,2018-01-27T15:33:48,0,1073,780,780,776,476,300
523704,20,13731,2018-01-27T15:33:49,0,800,538,538,538,291,247
575429,2,13732,2018-01-27T15:33:51,0,734,485,485,484,230,254
570192,2,13733,2018-01-27T15:33:51,0,95,68,68,68,49,19
545881,21,13734,2018-01-27T15:33:52,0,695,476,476,475,242,233
535931,2,13735,2018-01-27T15:33:52,0,147,104,104,104,58,46
505161,1,13736,2018-01-27T15:33:54,0,459,304,304,303,209,94
544841,6,13737,2018-01-27T15:33:55,0,1197,808,808,807,360,447
501751,1,13738,2018-01-27T15:33:55,0,744,472,471,470,285,185
566322,1,13739,2018-01-27T15:33:56,0,1148,703,703,699,442,257
598003,56,13740,2018-01-27T15:33:56,0,1180,864,864,857,521,336
549401,1,13741,2018-01-27T15:33:56,0,1019,781,780,776,369,407
500224,10104,13742,2018-01-27T15:33:58,0,728,500,500,499,166,333
542164,1,13743,2018-01-27T15:33:59,0,1315,992,992,983,413,570
549240,15,13744,2018-01-27T15:33:59,0,1075,801,800,799,344,455
551309,24003,13745,2018-01-27T15:34:01,0,1030,733,733,732,305,427
551031,20038,13746,2018-01-27T15:34:02,0,837,649,649,648,284,364
546224,15054,13747,2018-01-27T15:34:02,0,662,460,460,459,293,166
547034,11058,13748,2018-01-27T15:34:04,0,876,683,681,681,220,461
556904,38,13749,2018-01-27T15:34:04,0,1060,648,648,645,297,348
572926,4,13750,2018-01-27T15:34:04,0,897,638,638,638,317,321
583545,1,13751,2018-01-27T15:34:05,0,642,468,468,468,259,209
532053,3,13752,2018-01-27T15:34:05,0,972,619,618,616,301,315
530883,4,13753,2018-01-27T15:34:06,0,1336,720,720,720,410,310
546135,11066,13754,2018-01-27T15:34:06,0,806,500,500,497,359,138
547107,12022,13755,2018-01-27T15:34:06,0,837,636,635,634,217,417
530298,1,13756,2018-01-27T15:34:06,0,904,626,626,626,317,309
598968,1,13757,2018-01-27T15:34:07,0,1457,946,945,944,658,286
545970,1023,13758,2018-01-27T15:34:07,0,956,663,663,662,246,416
539694,13051,13759,2018-01-27T15:34:09,0,599,483,482,481,90,391
578193,3,13760,2018-01-27T15:34:10,0,1154,737,737,735,435,300
500143,5068,13761,2018-01-27T15:34:11,0,790,579,579,578,179,399
500178,6074,13762,2018-01-27T15:34:11,0,1080,845,845,843,233,610
500089,2023,13763,2018-01-27T15:34:12,0,830,592,592,591,173,418
570826,1,13764,2018-01-27T15:34:13,0,1505,1177,1175,1173,490,683
573108,1,13765,2018-01-27T15:34:14,0,696,410,410,410,222,188
500224,10068,13766,2018-01-27T15:34:15,0,1255,863,863,862,228,634
546992,1,13767,2018-01-27T15:34:15,0,328,211,211,211,145,66
500208,8018,13768,2018-01-27T15:34:15,0,475,305,304,303,70,233
500097,3041,13769,2018-01-27T15:34:16,0,956,678,678,678,214,464
580490,1,13770,2018-01-27T15:34:21,0,253,157,157,157,118,39
552216,1,13771,2018-01-27T15:34:22,0,387,279,279,277,157,120
538671,1,13772,2018-01-27T15:34:25,0,1143,856,856,855,272,583
500119,4055,13773,2018-01-27T15:34:25,0,743,557,557,553,218,335
575305,1,13774,2018-01-27T15:34:27,0,444,297,297,297,193,104
556904,78,13775,2018-01-27T15:34:27,0,843,624,624,623,237,386
599701,3,13776,2018-01-27T15:34:28,0,939,623,623,620,422,198
544451,1,13777,2018-01-27T15:34:30,0,260,153,153,153,82,71
539163,1,13778,2018-01-27T15:34:31,0,903,664,664,663,202,461
555088,18,13779,2018-01-27T15:34:32,0,702,406,406,405,290,115
586609,1,13780,2018-01-27T15:34:34,0,977,655,653,653,379,274
535559,1,13781,2018-01-27T15:34:36,0,831,552,552,549,335,214
547867,1,13782,2018-01-27T15:34:38,0,118,78,78,78,36,42
551112,17005,13783,2018-01-27T15:34:41,0,1033,764,764,763,354,409
575429,3,13784,2018-01-27T15:34:42,0,409,315,315,315,185,130
539694,13050,13785,2018-01-27T15:34:43,0,857,624,624,624,206,418
546135,11042,13786,2018-01-27T15:34:45,0,1020,647,647,643,378,265
546224,15065,13787,2018-01-27T15:34:45,0,548,321,321,320,196,124
500097,3040,13788,2018-01-27T15:34:45,0,1030,689,688,686,217,469
544256,43,13789,2018-01-27T15:34:46,0,739,541,541,540,304,236
536270,3,13790,2018-01-27T15:34:47,0,710,397,397,396,213,183
531961,2,13791,2018-01-27T15:34:48,0,147,101,101,101,43,58
556904,61,13792,2018-01-27T15:34:49,0,1002,724,724,719,299,420
539961,5,13793,2018-01-27T15:34:49,0,173,103,103,103,80,23
500178,6077,13794,2018-01-27T15:34:50,0,622,476,476,475,106,369
500143,5069,13795,2018-01-27T15:34:51,0,806,588,588,587,218,369
500208,8036,13796,2018-01-27T15:34:52,0,484,363,363,361,90,271
593737,3,13797,2018-01-27T15:34:53,0,95,61,61,60,43,17
545881,3,13798,2018-01-27T15:34:54,0,763,484,484,484,247,237
565971,14,13799,2018-01-27T15:34:55,0,869,550,548,547,283,264
550973,23068,13800,2018-01-27T15:34:56,0,614,435,432,432,144,288
551198,3012,13801,2018-01-27T15:34:56,0,925,696,696,682,244,438
547042,37001,13802,2018-01-27T15:34:57,0,1026,812,811,808,258,550
583405,2,13803,2018-01-27T15:34:59,0,830,605,605,605,319,286
539643,1,13804,2018-01-27T15:35:01,0,1514,1120,1120,1114,335,779
532029,1,13805,2018-01-27T15:35:01,0,1634,1170,1170,1155,606,549
547042,37004,13806,2018-01-27T15:35:03,0,977,743,743,738,141,597
593869,1,13807,2018-01-27T15:35:05,0,253,182,182,181,111,70
539368,1,13808,2018-01-27T15:35:05,0,1094,771,771,771,366,405
586021,4,13809,2018-01-27T15:35:07,0,920,559,559,557,332,225
544485,2,13810,2018-01-27T15:35:07,0,1050,727,727,727,322,405
500054,1010,13811,2018-01-27T15:35:08,0,577,409,409,408,89,319
572080,1,13812,2018-01-27T15:35:08,0,1032,735,734,733,350,383
554588,14001,13813,2018-01-27T15:35:09,0,1046,762,762,760,456,304
560286,13,13814,2018-01-27T15:35:09,0,1086,550,550,548,390,158
598968,4,13815,2018-01-27T15:35:10,0,773,570,570,570,380,190
539066,2,13816,2018-01-27T15:35:11,0,1102,854,852,847,223,624
500089,2034,13817,2018-01-27T15:35:11,0,712,536,536,536,145,391
551031,20040,13818,2018-01-27T15:35:13,0,921,660,660,660,267,393
556904,18,13819,2018-01-27T15:35:17,0,1238,870,870,869,348,521
545881,23,13820,2018-01-27T15:35:18,0,219,181,181,181,95,86
539694,13007,13821,2018-01-27T15:35:19,0,453,367,366,365,125,240
500224,10074,13822,2018-01-27T15:35:19,0,583,369,369,369,117,252
500178,6087,13823,2018-01-27T15:35:19,0,625,463,463,462,150,312
529648,1,13824,2018-01-27T15:35:21,0,723,520,520,520,325,195
571491,1,13825,2018-01-27T15:35:21,0,976,629,629,626,330,296
500186,7004,13826,2018-01-27T15:35:22,0,1582,1095,1095,1094,255,839
539503,1,13827,2018-01-27T15:35:22,0,940,738,738,736,227,509
535427,3,13828,2018-01-27T15:35:23,0,928,707,701,701,342,359
500119,4023,13829,2018-01-27T15:35:23,0,824,585,585,579,136,443
500208,8056,13830,2018-01-27T15:35:24,0,815,587,585,579,253,326
535419,37,13831,2018-01-27T15:35:25,0,880,690,690,687,284,403
539244,3,13832,2018-01-27T15:35:25,0,1121,811,811,809,289,520
551309,24004,13833,2018-01-27T15:35:26,0,989,725,722,722,276,446
500143,5046,13834,2018-01-27T15:35:28,0,917,685,685,681,225,456
584843,1,13835,2018-01-27T15:35:29,0,831,566,566,564,360,204
551007,13002,13836,2018-01-27T15:35:31,0,1182,787,787,785,272,513
546135,11037,13837,2018-01-27T15:35:31,0,894,502,498,498,349,149
542687,1,13838,2018-01-27T15:35:32,0,2244,1569,1569,1565,841,724
541427,1,13839,2018-01-27T15:35:34,0,444,313,313,313,161,152
500224,10034,13840,2018-01-27T15:35:37,0,804,583,583,581,191,390
564095,2,13841,2018-01-27T15:35:38,0,1010,650,650,650,450,200
554588,14004,13842,2018-01-27T15:35:39,0,489,351,351,348,195,153
538728,8,13843,2018-01-27T15:35:39,0,883,606,606,604,248,356
538931,22005,13844,2018-01-27T15:35:41,0,989,759,756,756,256,500
577669,1,13845,2018-01-27T15:35:42,0,567,461,461,461,90,371
546224,15019,13846,2018-01-27T15:35:44,0,651,321,321,320,214,106
544256,29,13847,2018-01-27T15:35:44,0,779,550,550,549,277,272
584029,1,13848,2018-01-27T15:35:45,0,1397,1042,1042,1040,430,610
586404,1,13849,2018-01-27T15:35:45,0,807,530,530,527,351,176
594555,1,13850,2018-01-27T15:35:46,0,409,262,262,261,209,52
556904,65,13851,2018-01-27T15:35:47,0,661,531,531,530,176,354
500089,2028,13852,2018-01-27T15:35:48,0,1101,760,760,758,178,580
500208,8035,13853,2018-01-27T15:35:51,0,554,412,412,412,123,289
583081,1,13854,2018-01-27T15:35:51,0,1517,972,972,971,514,457
549240,23,13855,2018-01-27T15:35:52,0,1068,660,657,650,286,364
550973,23027,13856,2018-01-27T15:35:53,0,592,391,391,390,152,238
539694,13005,13857,2018-01-27T15:35:53,0,966,747,747,745,221,524
533017,3,13858,2018-01-27T15:35:54,0,1005,748,748,747,285,462
500224,10005,13859,2018-01-27T15:35:54,0,986,725,725,724,279,445
544256,65,13860,2018-01-27T15:35:55,0,681,506,506,504,193,311
561835,3,13861,2018-01-27T15:35:55,0,932,588,588,588,417,171
507628,1,13862,2018-01-27T15:35:57,0,154,100,100,100,54,46
565563,1,13863,2018-01-27T15:36:00,0,244,160,160,160,88,72
594679,1,13864,2018-01-27T15:36:00,0,637,413,413,412,248,164
554481,19,13865,2018-01-27T15:36:01,0,747,433,433,433,206,227
550990,27002,13866,2018-01-27T15:36:03,0,567,408,407,406,188,218
530760,1,13867,2018-01-27T15:36:03,0,375,301,301,298,128,170
539635,46002,13868,2018-01-27T15:36:03,0,909,683,683,683,199,484
500143,5042,13869,2018-01-27T15:36:05,0,436,252,252,252,69,183
554961,43,13870,2018-01-27T15:36:07,0,902,619,619,618,304,314
551317,5001,13871,2018-01-27T15:36:08,0,909,668,668,666,289,377
584371,1,13872,2018-01-27T15:36:09,0,1331,909,909,908,549,359
500224,10067,13873,2018-01-27T15:36:11,0,985,744,744,743,246,497
500178,6043,13874,2018-01-27T15:36:11,0,637,506,506,501,93,408
551031,20042,13875,2018-01-27T15:36:12,0,839,584,584,582,265,317
546135,11073,13876,2018-01-27T15:36:18,0,1002,609,609,608,381,227
582956,2,13877,2018-01-27T15:36:20,0,987,693,693,690,410,280
538931,22007,13878,2018-01-27T15:36:20,0,819,655,655,655,145,510
562335,53,13879,2018-01-27T15:36:21,0,918,388,388,388,277,111
500097,3004,13880,2018-01-27T15:36:27,0,862,471,470,468,110,358
584151,1,13881,2018-01-27T15:36:29,0,609,475,475,474,211,263
500208,8003,13882,2018-01-27T15:36:31,0,631,450,450,447,86,361
589977,2,13883,2018-01-27T15:36:32,0,82,59,59,59,41,18
556904,11,13884,2018-01-27T15:36:34,0,941,652,652,652,285,367
547034,11006,13885,2018-01-27T15:36:36,0,922,693,693,693,270,423
599107,2,13886,2018-01-27T15:36:36,0,1115,619,616,613,423,190
589977,1,13887,2018-01-27T15:36:38,0,416,284,284,283,184,99
539694,13043,13888,2018-01-27T15:36:38,0,833,627,627,626,158,468
999997,41,13889,2018-01-27T15:36:39,0,15,14,14,14,4,10
537683,1,13890,2018-01-27T15:36:40,0,1263,855,855,855,394,461
535419,43,13891,2018-01-27T15:36:40,0,515,388,388,386,150,236
538728,7,13892,2018-01-27T15:36:41,0,864,647,646,644,192,452
535419,29,13893,2018-01-27T15:36:42,0,829,564,562,561,232,329
500143,5052,13894,2018-01-27T15:36:43,0,647,497,496,494,120,374
546224,15051,13895,2018-01-27T15:36:43,0,747,486,486,486,296,190
583553,1,13896,2018-01-27T15:36:48,0,890,603,602,602,365,237
567639,7,13897,2018-01-27T15:36:51,1,970,604,603,602,409,193
551171,9002,13898,2018-01-27T15:36:51,0,843,664,663,663,249,414
577626,11,13899,2018-01-27T15:36:52,0,1070,818,818,815,371,444
539848,1,13900,2018-01-27T15:36:52,0,983,657,657,653,237,416
563510,5,13901,2018-01-27T15:36:54,0,809,428,428,427,164,263
530522,1,13902,2018-01-27T15:36:56,0,250,179,179,179,75,104
554961,29,13903,2018-01-27T15:36:57,0,822,515,515,513,252,261
585068,3,13904,2018-01-27T15:36:57,0,792,558,558,557,279,278
531057,3,13905,2018-01-27T15:36:57,0,971,737,738,738,316,422
500097,3020,13906,2018-01-27T15:36:58,0,908,646,646,644,157,487
595021,1,13907,2018-01-27T15:36:58,0,972,700,700,698,420,278
546135,11058,13908,2018-01-27T15:36:58,0,852,566,566,565,320,245
586021,20,13909,2018-01-27T15:37:00,0,597,407,407,407,260,147
547158,42002,13910,2018-01-27T15:37:03,0,887,617,617,615,195,420
577405,1,13911,2018-01-27T15:37:04,0,970,655,655,654,357,297
544256,28,13912,2018-01-27T15:37:06,0,957,718,718,717,348,369
529991,4,13913,2018-01-27T15:37:08,0,125,101,101,101,56,45
551031,20044,13914,2018-01-27T15:37:09,0,905,758,758,755,227,528
538558,1,13915,2018-01-27T15:37:10,0,862,619,619,618,202,416
598798,4,13916,2018-01-27T15:37:10,0,1396,997,997,997,598,399
500208,8061,13917,2018-01-27T15:37:10,0,506,385,385,381,160,221
547042,37003,13918,2018-01-27T15:37:11,0,924,716,715,715,203,512
556904,40,13919,2018-01-27T15:37:11,0,1024,683,682,682,348,334
999997,46,13920,2018-01-27T15:37:12,0,102,66,66,65,9,56
539694,13037,13921,2018-01-27T15:37:13,0,578,398,398,398,146,252
550973,23056,13922,2018-01-27T15:37:14,0,592,434,434,434,154,280
500224,10022,13923,2018-01-27T15:37:14,0,615,415,415,414,124,290
560286,15,13924,2018-01-27T15:37:18,0,1174,689,688,686,488,198
537454,8,13925,2018-01-27T15:37:19,0,1165,894,894,893,346,547
500178,6084,13926,2018-01-27T15:37:19,0,575,433,433,433,144,289
583952,2,13927,2018-01-27T15:37:19,0,1056,770,770,770,334,436
547174,17010,13928,2018-01-27T15:37:21,0,1339,929,929,926,371,555
500089,2007,13929,2018-01-27T15:37:23,0,709,538,538,535,105,430
582956,1,13930,2018-01-27T15:37:24,0,946,610,610,610,385,225
500143,5061,13931,2018-01-27T15:37:24,0,1033,803,803,800,169,631
541907,1,13932,2018-01-27T15:37:25,0,409,235,235,235,178,57
563099,5,13933,2018-01-27T15:37:25,0,1088,558,558,556,424,132
546224,15072,13934,2018-01-27T15:37:29,0,724,516,516,515,311,204
545881,27,13935,2018-01-27T15:37:29,0,218,164,164,164,87,77
500224,10069,13936,2018-01-27T15:37:32,0,709,544,541,540,233,307
576964,6,13937,2018-01-27T15:37:32,0,597,326,326,326,198,128
556904,67,13938,2018-01-27T15:37:33,0,1300,880,880,878,300,578
551171,9003,13939,2018-01-27T15:37:34,0,743,543,543,541,198,343
590266,19,13940,2018-01-27T15:37:35,0,765,540,540,538,346,192
585068,64,13941,2018-01-27T15:37:37,0,1249,931,931,930,396,534
562335,1,13942,2018-01-27T15:37:37,0,781,507,507,507,272,235
599107,3,13943,2018-01-27T15:37:38,0,903,560,560,559,384,175
593711,18,13944,2018-01-27T15:37:39,0,1481,416,416,416,242,174
535737,1,13945,2018-01-27T15:37:40,0,440,330,330,329,151,178
500208,8095,13946,2018-01-27T15:37:41,0,851,578,578,578,244,334
584878,1,13947,2018-01-27T15:37:42,0,712,437,436,434,292,142
999997,81,13948,2018-01-27T15:37:42,0,30,28,28,28,4,24
546135,11093,13949,2018-01-27T15:37:42,0,722,436,436,436,215,221
530883,5,13950,2018-01-27T15:37:42,0,830,545,545,545,329,216
500526,1,13951,2018-01-27T15:37:42,0,1773,1231,1231,1230,698,532
535419,27,13952,2018-01-27T15:37:46,0,1244,930,930,926,412,514
547034,11051,13953,2018-01-27T15:37:49,0,936,710,709,706,271,435
500097,3002,13954,2018-01-27T15:37:49,0,1208,821,821,819,182,637
554669,2004,13955,2018-01-27T15:37:50,0,792,600,600,596,329,267
539694,13049,13956,2018-01-27T15:37:51,0,915,657,657,657,244,413
594881,1,13957,2018-01-27T15:37:52,0,903,551,551,551,421,130
539643,2,13958,2018-01-27T15:37:55,0,1128,867,867,866,236,630
536938,1,13959,2018-01-27T15:37:56,0,536,345,345,345,180,165
546500,1,13960,2018-01-27T15:37:56,0,641,455,455,454,263,191
568015,2,13961,2018-01-27T15:38:00,0,1022,662,662,660,418,242
554162,1,13962,2018-01-27T15:38:00,0,135,114,114,114,71,43
583286,1,13963,2018-01-27T15:38:01,0,1437,1102,1101,1100,405,695
583979,1,13964,2018-01-27T15:38:02,0,1224,931,931,926,392,534
539635,46001,13965,2018-01-27T15:38:02,0,1126,879,878,875,222,653
546224,15040,13966,2018-01-27T15:38:05,0,891,530,530,526,349,177
529451,2,13967,2018-01-27T15:38:06,0,757,440,440,438,228,210
999997,16,13968,2018-01-27T15:38:06,0,83,67,67,67,7,60
580511,8,13969,2018-01-27T15:38:06,0,779,561,561,559,265,294
539635,46003,13970,2018-01-27T15:38:08,0,934,672,672,672,197,475
556904,6,13971,2018-01-27T15:38:08,0,814,540,540,540,282,258
500208,8055,13972,2018-01-27T15:38:12,0,936,741,741,741,216,525
556700,6001,13973,2018-01-27T15:38:13,0,1068,751,751,750,412,338
547361,14032,13974,2018-01-27T15:38:16,0,911,649,649,647,173,474
551279,26007,13975,2018-01-27T15:38:16,0,981,663,663,662,311,351
540501,1,13976,2018-01-27T15:38:17,0,1194,807,807,804,438,366
576361,1,13977,2018-01-27T15:38:19,0,944,709,709,708,362,346
580031,3,13978,2018-01-27T15:38:19,0,935,623,623,620,298,322
585068,4,13979,2018-01-27T15:38:20,0,726,550,550,550,253,297
578193,2,13980,2018-01-27T15:38:20,0,1141,842,842,838,519,319
541761,1,13981,2018-01-27T15:38:21,0,41,36,36,36,22,14
540714,1,13982,2018-01-27T15:38:21,0,790,557,556,555,253,302
502545,2,13983,2018-01-27T15:38:22,0,969,722,722,720,406,314
551091,22009,13984,2018-01-27T15:38:22,0,896,605,605,604,347,257
505269,1,13985,2018-01-27T15:38:22,0,571,373,373,373,206,167
500089,2018,13986,2018-01-27T15:38:23,0,779,559,559,558,159,399
539694,13018,13987,2018-01-27T15:38:26,0,887,622,622,620,183,437
999997,9,13988,2018-01-27T15:38:27,0,46,46,46,45,2,43
551961,2,13989,2018-01-27T15:38:32,0,99,66,66,66,45,21
500224,10086,13990,2018-01-27T15:38:32,0,625,415,415,413,116,297
594571,1,13991,2018-01-27T15:38:33,0,550,373,373,372,291,81
556904,9,13992,2018-01-27T15:38:34,0,760,591,591,590,184,406
585211,1,13993,2018-01-27T15:38:38,0,1177,837,836,832,386,446
594148,1,13994,2018-01-27T15:38:40,0,735,434,434,434,331,103
545881,22,13995,2018-01-27T15:38:41,0,576,355,354,354,180,174
556394,1,13996,2018-01-27T15:38:46,0,1244,752,752,752,433,319
500224,10087,13997,2018-01-27T15:38:48,0,537,348,348,348,116,232
999997,51,13998,2018-01-27T15:38:48,0,76,60,60,59,10,49
547361,14009,13999,2018-01-27T15:38:48,0,1003,620,620,620,258,362
539601,16001,14000,2018-01-27T15:38:53,0,580,455,455,454,190,264
546135,11083,14001,2018-01-27T15:38:53,0,721,439,439,438,304,134
552119,1,14002,2018-01-27T15:38:54,0,1100,731,731,729,438,291
540013,2,14003,2018-01-27T15:38:54,0,955,687,687,686,382,304
585068,68,14004,2018-01-27T15:38:55,0,254,186,186,186,113,73
544256,45,14005,2018-01-27T15:38:55,0,835,552,552,551,320,231
544795,2,14006,2018-01-27T15:38:57,0,632,504,504,503,220,283
500119,4065,14007,2018-01-27T15:38:57,0,480,367,367,366,113,253
551309,24002,14008,2018-01-27T15:38:57,0,855,658,658,657,297,360
540501,3,14009,2018-01-27T15:38:58,0,157,114,114,114,78,36
500186,7030,14010,2018-01-27T15:38:59,0,953,716,715,710,159,551
500496,42,14011,2018-01-27T15:39:01,0,852,604,604,604,327,277
500224,10100,14012,2018-01-27T15:39:03,0,572,410,410,410,103,307
574996,1,14013,2018-01-27T15:39:03,0,1529,1067,1067,1067,597,470
500054,1018,14014,2018-01-27T15:39:03,0,1098,771,771,764,149,615
545881,19,14015,2018-01-27T15:39:04,0,389,276,276,276,125,151
999997,29,14016,2018-01-27T15:39:05,0,202,161,161,161,50,111
500143,5047,14017,2018-01-27T15:39:06,0,1007,828,828,827,265,562
550973,23025,14018,2018-01-27T15:39:07,0,718,519,519,517,235,282
538582,2,14019,2018-01-27T15:39:07,0,235,178,177,177,84,93
541761,3,14020,2018-01-27T15:39:09,0,148,109,109,108,73,35
539449,39001,14021,2018-01-27T15:39:09,0,1906,1483,1481,1477,391,1086
551031,20037,14022,2018-01-27T15:39:09,0,705,571,571,567,171,396
585068,51,14023,2018-01-27T15:39:12,0,626,439,439,439,225,214
562335,2,14024,2018-01-27T15:39:14,0,900,598,598,592,332,260
568015,1,14025,2018-01-27T15:39:15,0,1463,892,892,888,502,386
544981,1,14026,2018-01-27T15:39:16,0,1023,773,773,771,381,390
500178,6003,14027,2018-01-27T15:39:17,0,820,593,593,591,150,441
500178,6031,14028,2018-01-27T15:39:18,0,664,523,523,518,106,412
500208,8054,14029,2018-01-27T15:39:20,0,1015,724,724,722,235,487
535419,44,14030,2018-01-27T15:39:21,0,706,486,486,485,227,258
598798,1,14031,2018-01-27T15:39:22,0,1358,1020,1020,1017,572,445
556904,55,14032,2018-01-27T15:39:23,0,1111,683,683,680,384,296
500119,4049,14033,2018-01-27T15:39:23,0,774,567,567,567,178,389
546941,1,14034,2018-01-27T15:39:25,0,1012,665,665,665,409,256
500496,1,14035,2018-01-27T15:39:27,0,643,438,438,437,162,275
592102,2,14036,2018-01-27T15:39:29,0,909,646,646,644,398,246
537021,3,14037,2018-01-27T15:39:30,0,178,127,127,127,74,53
999997,34,14038,2018-01-27T15:39:30,0,308,274,274,274,13,261
546135,11054,14039,2018-01-27T15:39:31,0,762,494,494,491,330,161
539601,16003,14040,2018-01-27T15:39:33,0,640,455,455,455,192,263
535702,4,14041,2018-01-27T15:39:37,0,159,107,107,106,50,56
551368,28002,14042,2018-01-27T15:39:39,0,1053,856,856,853,222,631
585068,29,14043,2018-01-27T15:39:41,0,468,364,364,363,210,153
554529,2,14044,2018-01-27T15:39:42,0,979,640,640,638,329,309
502235,1,14045,2018-01-27T15:39:43,0,1359,988,988,987,498,489
540862,1,14046,2018-01-27T15:39:45,0,892,577,577,577,393,184
579505,1,14047,2018-01-27T15:39:46,0,566,543,543,538,91,447
556904,68,14048,2018-01-27T15:39:46,0,971,657,657,655,298,357
500143,5065,14049,2018-01-27T15:39:48,0,1029,808,808,806,217,589
539848,2,14050,2018-01-27T15:39:48,0,932,718,718,718,253,465
585068,12,14051,2018-01-27T15:39:50,0,931,637,637,635,344,291
529303,13,14052,2018-01-27T15:39:50,0,531,397,397,394,175,219
544973,1,14053,2018-01-27T15:39:56,0,910,696,696,695,266,429
577081,1,14054,2018-01-27T15:39:57,0,2094,1774,1774,1772,459,1313
541761,2,14055,2018-01-27T15:39:57,0,26,15,15,15,10,5
500496,84,14056,2018-01-27T15:39:57,0,629,505,505,503,214,289
550973,23028,14057,2018-01-27T15:40:01,0,683,430,430,428,170,258
500178,6079,14058,2018-01-27T15:40:01,0,1030,827,827,822,222,600
500208,8091,14059,2018-01-27T15:40:01,0,1304,975,975,971,358,613
533416,3,14060,2018-01-27T15:40:01,0,893,625,625,624,298,326
538728,4,14061,2018-01-27T15:40:03,0,863,665,664,662,230,432
500097,3051,14062,2018-01-27T15:40:05,0,965,709,709,706,228,478
500224,10024,14063,2018-01-27T15:40:05,0,749,590,590,583,157,426
545121,1,14064,2018-01-27T15:40:06,0,1105,803,802,796,391,405
545597,1,14065,2018-01-27T15:40:08,0,1093,945,945,945,240,705
556904,24,14066,2018-01-27T15:40:10,0,937,637,637,636,331,305
539601,16006,14067,2018-01-27T15:40:11,0,740,589,589,587,161,426
500119,4044,14068,2018-01-27T15:40:13,0,714,526,526,525,159,366
585033,2,14069,2018-01-27T15:40:13,0,984,688,688,688,333,355
551031,20041,14070,2018-01-27T15:40:13,0,842,619,617,615,276,339
500119,4126,14071,2018-01-27T15:40:13,0,774,561,561,558,218,340
539601,16005,14072,2018-01-27T15:40:14,0,1119,808,808,806,229,577
555339,2001,14073,2018-01-27T15:40:15,0,1417,1041,1041,1033,601,432
545881,16,14074,2018-01-27T15:40:18,0,748,571,571,570,263,307
546224,15071,14075,2018-01-27T15:40:20,0,721,462,462,462,313,149
500496,71,14076,2018-01-27T15:40:21,0,1063,745,745,744,346,398
